State,County,Life Expectancy
California,"Santa Clara County, CA",81.5
California,"Santa Clara County, CA",84.8
California,"Santa Clara County, CA",81.7
California,"Santa Clara County, CA",82.0
California,"Santa Clara County, CA",81.4
California,"Santa Clara County, CA",80.1
California,"Santa Clara County, CA",83.3
California,"Santa Clara County, CA",82.3
California,"Santa Clara County, CA",80.6
California,"Santa Clara County, CA",80.5
California,"Santa Clara County, CA",81.3
California,"Santa Clara County, CA",82.0
California,"Santa Clara County, CA",81.9
California,"Santa Clara County, CA",80.0
California,"Santa Clara County, CA",81.5
California,"Santa Clara County, CA",81.0
California,"Santa Clara County, CA",80.6
California,"Santa Clara County, CA",79.4
California,"Santa Clara County, CA",81.3
California,"Santa Clara County, CA",82.9
California,"Santa Clara County, CA",81.4
California,"Santa Clara County, CA",83.0
California,"Santa Clara County, CA",84.2
California,"Santa Clara County, CA",79.7
California,"Santa Clara County, CA",84.3
California,"Santa Clara County, CA",82.1
California,"Santa Clara County, CA",82.7
California,"Santa Clara County, CA",86.3
California,"Santa Clara County, CA",85.6
California,"Santa Clara County, CA",82.5
California,"Santa Clara County, CA",82.1
California,"Santa Clara County, CA",85.6
California,"Santa Clara County, CA",86.1
California,"Santa Clara County, CA",83.4
California,"Santa Clara County, CA",91.6
California,"Santa Clara County, CA",85.2
California,"Santa Clara County, CA",89.5
California,"Santa Clara County, CA",83.3
California,"Santa Clara County, CA",86.9
California,"Santa Clara County, CA",83.9
California,"Santa Clara County, CA",81.7
California,"Santa Clara County, CA",84.1
California,"Santa Clara County, CA",88.2
California,"Santa Clara County, CA",86.2
California,"Santa Clara County, CA",84.5
California,"Santa Clara County, CA",81.9
California,"Santa Clara County, CA",82.0
California,"Santa Clara County, CA",83.2
California,"Santa Clara County, CA",84.5
California,"Santa Clara County, CA",85.5
California,"Santa Clara County, CA",81.3
California,"Santa Clara County, CA",86.3
California,"Santa Clara County, CA",86.2
California,"Santa Clara County, CA",82.5
California,"Santa Clara County, CA",84.4
California,"Santa Clara County, CA",83.4
California,"Santa Clara County, CA",83.2
California,"Santa Clara County, CA",88.8
California,"Santa Clara County, CA",83.4
California,"Santa Clara County, CA",82.4
California,"Santa Clara County, CA",82.4
California,"Santa Clara County, CA",82.8
California,"Santa Clara County, CA",84.6
California,"Santa Clara County, CA",82.3
California,"Santa Clara County, CA",82.4
California,"Santa Clara County, CA",78.6
California,"Santa Clara County, CA",80.1
California,"Santa Clara County, CA",80.3
California,"Santa Clara County, CA",87.1
California,"Santa Clara County, CA",82.5
California,"Santa Clara County, CA",82.1
California,"Santa Clara County, CA",81.5
California,"Santa Clara County, CA",81.0
California,"Santa Clara County, CA",84.4
California,"Santa Clara County, CA",82.4
California,"Santa Clara County, CA",85.8
California,"Santa Clara County, CA",82.3
California,"Santa Clara County, CA",84.6
California,"Santa Clara County, CA",81.6
California,"Santa Clara County, CA",82.4
California,"Santa Clara County, CA",82.5
California,"Santa Clara County, CA",81.9
California,"Santa Clara County, CA",83.5
California,"Santa Clara County, CA",83.3
California,"Santa Clara County, CA",83.9
California,"Santa Clara County, CA",79.3
California,"Santa Clara County, CA",84.6
California,"Santa Clara County, CA",85.0
California,"Santa Clara County, CA",84.1
California,"Santa Clara County, CA",88.7
California,"Santa Clara County, CA",87.4
California,"Santa Clara County, CA",86.4
California,"Santa Clara County, CA",84.2
California,"Santa Clara County, CA",83.2
California,"Santa Clara County, CA",87.4
California,"Santa Clara County, CA",82.9
California,"Santa Clara County, CA",88.3
California,"Santa Clara County, CA",81.0
California,"Santa Clara County, CA",87.7
California,"Santa Clara County, CA",86.1
California,"Santa Clara County, CA",84.1
California,"Santa Clara County, CA",86.8
California,"Santa Clara County, CA",86.7
California,"Santa Clara County, CA",85.4
California,"Santa Clara County, CA",83.1
California,"Santa Clara County, CA",84.7
California,"Santa Clara County, CA",84.9
California,"Santa Clara County, CA",81.2
California,"Santa Clara County, CA",85.6
California,"Santa Clara County, CA",86.6
California,"Santa Clara County, CA",89.5
California,"Santa Clara County, CA",84.4
California,"Santa Clara County, CA",86.1
California,"Santa Clara County, CA",86.8
California,"Santa Clara County, CA",81.5
California,"Santa Clara County, CA",82.9
California,"Santa Clara County, CA",86.6
California,"Santa Clara County, CA",85.4
California,"Santa Clara County, CA",85.4
California,"Santa Clara County, CA",87.1
California,"Santa Clara County, CA",80.5
California,"Santa Clara County, CA",83.4
California,"Santa Clara County, CA",83.0
California,"Santa Clara County, CA",80.5
California,"Santa Clara County, CA",80.0
California,"Santa Clara County, CA",83.5
California,"Santa Clara County, CA",83.9
California,"Santa Clara County, CA",83.1
California,"Santa Clara County, CA",79.7
California,"Santa Clara County, CA",81.1
California,"Santa Clara County, CA",81.3
California,"Santa Clara County, CA",80.1
California,"Santa Clara County, CA",82.1
California,"Santa Clara County, CA",82.9
California,"Santa Clara County, CA",79.9
California,"Santa Clara County, CA",81.5
California,"Santa Clara County, CA",83.1
California,"Santa Clara County, CA",81.0
California,"Santa Clara County, CA",82.4
California,"Santa Clara County, CA",81.2
California,"Santa Clara County, CA",82.6
California,"Santa Clara County, CA",85.7
California,"Santa Clara County, CA",81.2
California,"Santa Clara County, CA",78.0
California,"Santa Clara County, CA",87.0
California,"Santa Clara County, CA",84.3
California,"Santa Clara County, CA",79.2
California,"Santa Clara County, CA",79.5
California,"Santa Clara County, CA",82.8
California,"Santa Clara County, CA",84.7
California,"Santa Clara County, CA",85.0
California,"Santa Clara County, CA",82.0
California,"Santa Clara County, CA",78.8
California,"Santa Clara County, CA",83.0
California,"Santa Clara County, CA",83.0
California,"Santa Clara County, CA",85.1
California,"Santa Clara County, CA",82.2
California,"Santa Clara County, CA",84.0
California,"Santa Clara County, CA",79.8
California,"Santa Clara County, CA",78.5
California,"Santa Clara County, CA",80.7
California,"Santa Clara County, CA",79.9
California,"Santa Clara County, CA",79.4
California,"Santa Clara County, CA",80.1
California,"Santa Clara County, CA",85.3
California,"Santa Clara County, CA",81.3
California,"Santa Clara County, CA",81.2
California,"Santa Clara County, CA",78.4
California,"Santa Clara County, CA",81.3
California,"Santa Clara County, CA",80.7
California,"Santa Clara County, CA",80.1
California,"Santa Clara County, CA",78.6
California,"Santa Clara County, CA",83.6
California,"Santa Clara County, CA",77.2
California,"Santa Clara County, CA",78.8
California,"Solano County, CA",80.1
California,"Solano County, CA",79.7
California,"Solano County, CA",83.5
California,"Solano County, CA",85.0
California,"Solano County, CA",76.7
California,"Solano County, CA",72.8
California,"Solano County, CA",77.9
California,"Solano County, CA",78.4
California,"Solano County, CA",80.4
California,"Solano County, CA",75.8
California,"Solano County, CA",79.6
California,"Solano County, CA",78.9
California,"Solano County, CA",76.4
California,"Solano County, CA",79.9
California,"Solano County, CA",70.1
California,"Solano County, CA",71.9
California,"Solano County, CA",76.8
California,"Solano County, CA",75.6
California,"Solano County, CA",80.6
California,"Solano County, CA",78.6
California,"Solano County, CA",72.7
California,"Solano County, CA",74.9
California,"Solano County, CA",74.0
California,"Solano County, CA",82.2
California,"Solano County, CA",76.2
California,"Solano County, CA",77.5
California,"Solano County, CA",79.3
California,"Solano County, CA",77.7
California,"Solano County, CA",82.5
California,"Solano County, CA",76.4
California,"Solano County, CA",79.1
California,"Solano County, CA",78.7
California,"Solano County, CA",85.0
California,"Solano County, CA",82.1
California,"Solano County, CA",80.0
California,"Solano County, CA",82.0
California,"Solano County, CA",79.4
California,"Solano County, CA",81.2
California,"Solano County, CA",84.6
California,"Solano County, CA",81.3
California,"Solano County, CA",83.3
California,"Solano County, CA",80.8
California,"Solano County, CA",83.2
California,"Solano County, CA",79.3
California,"Solano County, CA",78.7
California,"Solano County, CA",81.5
California,"Solano County, CA",78.5
California,"Solano County, CA",78.0
California,"Solano County, CA",77.6
California,"Solano County, CA",83.3
California,"Solano County, CA",75.5
California,"Solano County, CA",76.4
California,"Solano County, CA",76.0
California,"Solano County, CA",75.2
California,"Solano County, CA",74.6
California,"Solano County, CA",76.5
California,"Solano County, CA",78.0
California,"Solano County, CA",75.3
California,"Solano County, CA",75.4
California,"Solano County, CA",77.4
California,"Solano County, CA",71.4
California,"Solano County, CA",79.4
California,"Solano County, CA",76.4
California,"Solano County, CA",77.1
California,"Solano County, CA",78.2
California,"Solano County, CA",79.6
California,"Solano County, CA",77.5
California,"Solano County, CA",81.2
California,"Solano County, CA",78.5
California,"Solano County, CA",80.3
California,"Solano County, CA",82.6
California,"Solano County, CA",83.7
California,"Solano County, CA",79.2
California,"Solano County, CA",80.9
California,"Solano County, CA",80.5
California,"Solano County, CA",79.2
California,"Solano County, CA",79.2
California,"Solano County, CA",78.8
California,"Solano County, CA",80.2
California,"Solano County, CA",82.8
California,"Solano County, CA",76.1
California,"Solano County, CA",80.0
California,"Solano County, CA",76.8
California,"Solano County, CA",82.3
California,"Solano County, CA",80.7
California,"Solano County, CA",79.8
California,"Solano County, CA",81.9
California,"Solano County, CA",79.0
California,"Solano County, CA",80.0
California,"Sonoma County, CA",83.8
California,"Sonoma County, CA",80.9
California,"Sonoma County, CA",77.1
California,"Sonoma County, CA",80.2
California,"Sonoma County, CA",82.3
California,"Sonoma County, CA",83.2
California,"Sonoma County, CA",81.3
California,"Sonoma County, CA",81.1
California,"Sonoma County, CA",80.7
California,"Sonoma County, CA",79.6
California,"Sonoma County, CA",78.7
California,"Sonoma County, CA",83.1
California,"Sonoma County, CA",78.9
California,"Sonoma County, CA",81.1
California,"Sonoma County, CA",83.7
California,"Sonoma County, CA",82.9
California,"Sonoma County, CA",80.1
California,"Sonoma County, CA",81.7
California,"Sonoma County, CA",77.7
California,"Sonoma County, CA",78.5
California,"Sonoma County, CA",81.0
California,"Sonoma County, CA",80.8
California,"Sonoma County, CA",84.7
California,"Sonoma County, CA",79.6
California,"Sonoma County, CA",78.8
California,"Sonoma County, CA",78.8
California,"Sonoma County, CA",80.9
California,"Sonoma County, CA",74.6
California,"Sonoma County, CA",81.2
California,"Sonoma County, CA",81.4
California,"Sonoma County, CA",83.9
California,"Sonoma County, CA",79.1
California,"Sonoma County, CA",80.0
California,"Sonoma County, CA",76.9
California,"Sonoma County, CA",77.4
California,"Sonoma County, CA",81.5
California,"Sonoma County, CA",85.0
California,"Sonoma County, CA",78.8
California,"Sonoma County, CA",82.2
California,"Sonoma County, CA",80.1
California,"Sonoma County, CA",79.1
California,"Sonoma County, CA",73.2
California,"Sonoma County, CA",75.3
California,"Sonoma County, CA",80.4
California,"Sonoma County, CA",80.4
California,"Sonoma County, CA",79.1
California,"Sonoma County, CA",78.6
California,"Sonoma County, CA",82.5
California,"Sonoma County, CA",81.6
California,"Sonoma County, CA",80.0
California,"Sonoma County, CA",79.3
California,"Sonoma County, CA",78.6
California,"Sonoma County, CA",80.5
California,"Sonoma County, CA",78.2
California,"Sonoma County, CA",75.7
California,"Sonoma County, CA",77.8
California,"Sonoma County, CA",83.7
California,"Sonoma County, CA",80.0
California,"Sonoma County, CA",82.8
California,"Sonoma County, CA",76.9
California,"Sonoma County, CA",76.7
California,"Sonoma County, CA",80.1
California,"Sonoma County, CA",81.3
California,"Sonoma County, CA",81.0
California,"Sonoma County, CA",77.4
California,"Sonoma County, CA",78.4
California,"Sonoma County, CA",76.3
California,"Sonoma County, CA",78.7
California,"Sonoma County, CA",82.3
California,"Sonoma County, CA",83.1
California,"Sonoma County, CA",80.3
California,"Sonoma County, CA",84.0
California,"Sonoma County, CA",85.0
California,"Sonoma County, CA",84.7
California,"Sonoma County, CA",84.5
California,"Sonoma County, CA",79.5
California,"Sonoma County, CA",78.8
California,"Sonoma County, CA",79.1
California,"Sonoma County, CA",83.1
California,"Sonoma County, CA",85.6
California,"Sonoma County, CA",84.7
California,"Sonoma County, CA",84.6
California,"Sonoma County, CA",80.5
California,"Sonoma County, CA",79.1
California,"Sonoma County, CA",80.6
California,"Sonoma County, CA",79.4
California,"Sonoma County, CA",82.0
California,"Sonoma County, CA",86.8
California,"Sonoma County, CA",84.0
California,"Sonoma County, CA",85.9
California,"Sonoma County, CA",75.9
California,"Sonoma County, CA",81.4
California,"Sonoma County, CA",82.6
California,"Sonoma County, CA",81.8
California,"Sonoma County, CA",79.9
Louisiana,"Ascension Parish, LA",80.4
Louisiana,"Ascension Parish, LA",80.1
Louisiana,"Ascension Parish, LA",84.7
Louisiana,"Ascension Parish, LA",78.9
Louisiana,"Ascension Parish, LA",80.6
Louisiana,"Ascension Parish, LA",77.8
Louisiana,"Ascension Parish, LA",76.2
Louisiana,"Ascension Parish, LA",76.8
Louisiana,"Ascension Parish, LA",75.1
Louisiana,"Ascension Parish, LA",78.7
Louisiana,"Ascension Parish, LA",80.3
Louisiana,"Ascension Parish, LA",75.4
Louisiana,"Ascension Parish, LA",74.2
Louisiana,"East Baton Rouge Parish, LA",67.9
Louisiana,"East Baton Rouge Parish, LA",69.1
Louisiana,"East Baton Rouge Parish, LA",66.1
Louisiana,"East Baton Rouge Parish, LA",72.6
Louisiana,"East Baton Rouge Parish, LA",66.1
Louisiana,"East Baton Rouge Parish, LA",66.5
Louisiana,"East Baton Rouge Parish, LA",71.5
Louisiana,"East Baton Rouge Parish, LA",69.7
Louisiana,"East Baton Rouge Parish, LA",70.3
Louisiana,"East Baton Rouge Parish, LA",69.0
Louisiana,"East Baton Rouge Parish, LA",71.3
Louisiana,"East Baton Rouge Parish, LA",70.0
Louisiana,"East Baton Rouge Parish, LA",71.3
Louisiana,"East Baton Rouge Parish, LA",71.4
Louisiana,"East Baton Rouge Parish, LA",72.1
Louisiana,"East Baton Rouge Parish, LA",71.0
Louisiana,"East Baton Rouge Parish, LA",78.2
Louisiana,"East Baton Rouge Parish, LA",78.5
Louisiana,"East Baton Rouge Parish, LA",82.6
Louisiana,"East Baton Rouge Parish, LA",66.0
Louisiana,"East Baton Rouge Parish, LA",83.1
Louisiana,"East Baton Rouge Parish, LA",72.5
Louisiana,"East Baton Rouge Parish, LA",68.6
Louisiana,"East Baton Rouge Parish, LA",80.3
Louisiana,"East Baton Rouge Parish, LA",80.0
Louisiana,"East Baton Rouge Parish, LA",73.2
Louisiana,"East Baton Rouge Parish, LA",72.9
Louisiana,"East Baton Rouge Parish, LA",73.5
Louisiana,"East Baton Rouge Parish, LA",71.2
Louisiana,"East Baton Rouge Parish, LA",75.9
Louisiana,"East Baton Rouge Parish, LA",75.7
Louisiana,"East Baton Rouge Parish, LA",69.1
Louisiana,"East Baton Rouge Parish, LA",70.0
Louisiana,"East Baton Rouge Parish, LA",75.5
Louisiana,"East Baton Rouge Parish, LA",72.3
Louisiana,"East Baton Rouge Parish, LA",76.4
Louisiana,"East Baton Rouge Parish, LA",75.7
Louisiana,"East Baton Rouge Parish, LA",77.1
Louisiana,"East Baton Rouge Parish, LA",69.5
Louisiana,"East Baton Rouge Parish, LA",72.9
Louisiana,"East Baton Rouge Parish, LA",79.5
Louisiana,"East Baton Rouge Parish, LA",77.1
Louisiana,"East Baton Rouge Parish, LA",76.8
Louisiana,"East Baton Rouge Parish, LA",78.5
Louisiana,"East Baton Rouge Parish, LA",74.7
Louisiana,"East Baton Rouge Parish, LA",80.4
Louisiana,"East Baton Rouge Parish, LA",77.1
Louisiana,"East Baton Rouge Parish, LA",79.0
Louisiana,"East Baton Rouge Parish, LA",78.5
Louisiana,"East Baton Rouge Parish, LA",75.2
Louisiana,"East Baton Rouge Parish, LA",74.7
Louisiana,"East Baton Rouge Parish, LA",76.5
Louisiana,"East Baton Rouge Parish, LA",83.0
Louisiana,"East Baton Rouge Parish, LA",83.1
Louisiana,"East Baton Rouge Parish, LA",81.3
Louisiana,"East Baton Rouge Parish, LA",81.2
Louisiana,"East Baton Rouge Parish, LA",71.0
Louisiana,"East Baton Rouge Parish, LA",71.8
Louisiana,"East Baton Rouge Parish, LA",72.7
Louisiana,"East Baton Rouge Parish, LA",75.0
Louisiana,"East Baton Rouge Parish, LA",76.4
Louisiana,"East Baton Rouge Parish, LA",77.5
Louisiana,"East Baton Rouge Parish, LA",78.7
Louisiana,"East Baton Rouge Parish, LA",78.4
Louisiana,"East Baton Rouge Parish, LA",76.4
Louisiana,"East Baton Rouge Parish, LA",72.8
Louisiana,"East Baton Rouge Parish, LA",74.4
Louisiana,"East Baton Rouge Parish, LA",76.9
Louisiana,"East Baton Rouge Parish, LA",77.6
Louisiana,"East Baton Rouge Parish, LA",80.5
Louisiana,"East Baton Rouge Parish, LA",76.9
Louisiana,"East Baton Rouge Parish, LA",79.7
Louisiana,"East Baton Rouge Parish, LA",73.7
Louisiana,"East Baton Rouge Parish, LA",78.5
Louisiana,"East Baton Rouge Parish, LA",80.4
Louisiana,"East Baton Rouge Parish, LA",79.2
Louisiana,"East Baton Rouge Parish, LA",85.7
Louisiana,"East Baton Rouge Parish, LA",83.1
Louisiana,"East Baton Rouge Parish, LA",71.2
Louisiana,"East Baton Rouge Parish, LA",70.1
Louisiana,"East Baton Rouge Parish, LA",70.4
Louisiana,"East Feliciana Parish, LA",80.2
Louisiana,"East Feliciana Parish, LA",74.0
Louisiana,"East Feliciana Parish, LA",76.2
Louisiana,"East Feliciana Parish, LA",76.3
Louisiana,"East Feliciana Parish, LA",73.3
Louisiana,"Iberville Parish, LA",75.7
Louisiana,"Iberville Parish, LA",77.7
Louisiana,"Iberville Parish, LA",74.3
Louisiana,"Iberville Parish, LA",70.2
Louisiana,"Iberville Parish, LA",70.7
Louisiana,"Iberville Parish, LA",72.7
Louisiana,"Iberville Parish, LA",76.9
Louisiana,"Livingston Parish, LA",76.2
Louisiana,"Livingston Parish, LA",75.1
Louisiana,"Livingston Parish, LA",77.5
Louisiana,"Livingston Parish, LA",78.0
Louisiana,"Livingston Parish, LA",78.0
Louisiana,"Livingston Parish, LA",76.9
Louisiana,"Livingston Parish, LA",73.0
Louisiana,"Livingston Parish, LA",76.9
Louisiana,"Livingston Parish, LA",73.6
Louisiana,"Livingston Parish, LA",73.3
Louisiana,"Livingston Parish, LA",74.9
Louisiana,"Livingston Parish, LA",75.0
Louisiana,"Livingston Parish, LA",79.4
Louisiana,"Livingston Parish, LA",77.2
Louisiana,"Livingston Parish, LA",75.6
Louisiana,"Pointe Coupee Parish, LA",75.2
Louisiana,"Pointe Coupee Parish, LA",81.1
Louisiana,"Pointe Coupee Parish, LA",78.3
Louisiana,"Pointe Coupee Parish, LA",76.0
Louisiana,"Pointe Coupee Parish, LA",71.0
Louisiana,"Pointe Coupee Parish, LA",80.0
Louisiana,"St. Helena Parish, LA",77.3
Louisiana,"St. Helena Parish, LA",72.2
Louisiana,"West Baton Rouge Parish, LA",74.8
Louisiana,"West Baton Rouge Parish, LA",74.4
Louisiana,"West Baton Rouge Parish, LA",76.0
Louisiana,"West Baton Rouge Parish, LA",79.3
Louisiana,"West Baton Rouge Parish, LA",78.6
Louisiana,"West Feliciana Parish, LA",73.5
Louisiana,"West Feliciana Parish, LA",80.8
Pennsylvania,"Allegheny County, PA",69.6
Pennsylvania,"Allegheny County, PA",72.9
Pennsylvania,"Allegheny County, PA",67.6
Pennsylvania,"Allegheny County, PA",72.3
Pennsylvania,"Allegheny County, PA",67.0
Pennsylvania,"Allegheny County, PA",77.0
Pennsylvania,"Allegheny County, PA",74.7
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",79.6
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",81.3
Pennsylvania,"Allegheny County, PA",78.5
Pennsylvania,"Allegheny County, PA",79.4
Pennsylvania,"Allegheny County, PA",76.9
Pennsylvania,"Allegheny County, PA",73.4
Pennsylvania,"Allegheny County, PA",74.8
Pennsylvania,"Allegheny County, PA",75.5
Pennsylvania,"Allegheny County, PA",78.2
Pennsylvania,"Allegheny County, PA",72.0
Pennsylvania,"Allegheny County, PA",71.1
Pennsylvania,"Allegheny County, PA",79.1
Pennsylvania,"Allegheny County, PA",85.8
Pennsylvania,"Allegheny County, PA",83.7
Pennsylvania,"Allegheny County, PA",72.3
Pennsylvania,"Allegheny County, PA",72.4
Pennsylvania,"Allegheny County, PA",71.9
Pennsylvania,"Allegheny County, PA",72.9
Pennsylvania,"Allegheny County, PA",75.1
Pennsylvania,"Allegheny County, PA",62.0
Pennsylvania,"Allegheny County, PA",66.9
Pennsylvania,"Allegheny County, PA",74.0
Pennsylvania,"Allegheny County, PA",68.0
Pennsylvania,"Allegheny County, PA",67.4
Pennsylvania,"Allegheny County, PA",69.3
Pennsylvania,"Allegheny County, PA",81.5
Pennsylvania,"Allegheny County, PA",84.3
Pennsylvania,"Allegheny County, PA",85.8
Pennsylvania,"Allegheny County, PA",77.7
Pennsylvania,"Allegheny County, PA",82.1
Pennsylvania,"Allegheny County, PA",86.0
Pennsylvania,"Allegheny County, PA",84.7
Pennsylvania,"Allegheny County, PA",80.3
Pennsylvania,"Allegheny County, PA",81.8
Pennsylvania,"Allegheny County, PA",82.2
Pennsylvania,"Allegheny County, PA",76.2
Pennsylvania,"Allegheny County, PA",80.9
Pennsylvania,"Allegheny County, PA",75.2
Pennsylvania,"Allegheny County, PA",80.2
Pennsylvania,"Allegheny County, PA",76.6
Pennsylvania,"Allegheny County, PA",75.0
Pennsylvania,"Allegheny County, PA",76.1
Pennsylvania,"Allegheny County, PA",80.4
Pennsylvania,"Allegheny County, PA",73.6
Pennsylvania,"Allegheny County, PA",77.0
Pennsylvania,"Allegheny County, PA",75.0
Pennsylvania,"Allegheny County, PA",75.7
Pennsylvania,"Allegheny County, PA",74.5
Pennsylvania,"Allegheny County, PA",81.1
Pennsylvania,"Allegheny County, PA",75.4
Pennsylvania,"Allegheny County, PA",73.8
Pennsylvania,"Allegheny County, PA",72.6
